SECTOR IES,NIVEL DE FORMACIÓN,NIVEL ACADÉMICO,MODALIDAD,ÁREA DE CONOCIMIENTO,CARÁCTER IES,IES ACREDITADA,PROGRAMA ACREDITADO,SEXO,DEPARTAMENTO DE OFERTA DEL PROGRAMA,SEMESTRE,MATRICULADOS,GRADUADOS,MATRICULADOS PRIMER CURSO,TASA_NO_GRADUACION,RIESGO_DESERCION,PROB_RIESGO_ALTO,PRED_RIESGO
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,14.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,12.0,1.0,2.0,0.9166666666666666,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,12.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,5.0,1.0,1.0,0.8,1,92.7,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,5.0,1.0,0.0,0.8,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,6.0,1.0,0.0,0.8333333333333334,1,54.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,6.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,7.0,2.0,3.0,0.7142857142857143,1,89.5,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,7.0,3.0,1.0,0.5714285714285714,1,85.4,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,2.0,0.0,2.0,1.0,1,44.9,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,2.0,0.0,0.0,1.0,1,65.8,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,4.0,1.0,2.0,0.75,1,57.7,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,4.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,16.0,5.0,7.0,0.6875,1,97.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,16.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,7.0,4.0,1.0,0.4285714285714286,0,34.7,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,8.0,2.0,2.0,0.75,1,91.9,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,8.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,15.0,5.0,4.0,0.6666666666666667,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,15.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,16.0,3.0,3.0,0.8125,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,18.0,2.0,4.0,0.8888888888888888,1,97.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,49.0,7.0,7.0,0.8571428571428572,1,98.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,43.0,10.0,6.0,0.7674418604651163,1,98.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,1.0,0.0,0.0,1.0,1,17.1,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,1.0,0.0,0.0,1.0,1,24.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,9.0,2.0,2.0,0.7777777777777778,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,9.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,2.0,1.0,0.0,0.5,0,5.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,2.0,0.0,0.0,1.0,1,69.2,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,4.0,1.0,2.0,0.75,1,57.7,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,4.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,5.0,3.0,0.0,0.4,0,37.3,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,5.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,19.0,3.0,6.0,0.8421052631578947,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,18.0,0.0,0.0,1.0,1,98.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,2.0,2.0,0.0,0.0,0,5.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,2.0,0.0,0.0,1.0,1,69.2,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,4.0,1.0,0.0,0.75,1,40.9,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,4.0,1.0,0.0,0.75,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,27.0,6.0,7.0,0.7777777777777778,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,27.0,2.0,0.0,0.925925925925926,1,96.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,8.0,3.0,5.0,0.625,1,94.1,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,8.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,10.0,2.0,1.0,0.8,1,98.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,9.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,9.0,3.0,5.0,0.6666666666666667,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,9.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,10.0,1.0,4.0,0.9,1,93.8,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,10.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,10.0,4.0,2.0,0.6,1,98.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,10.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,3.0,0.0,1.0,1.0,1,90.3,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,2.0,1.0,0.0,0.5,0,69.2,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,5.0,0.0,2.0,1.0,1,88.4,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,5.0,1.0,0.0,0.8,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,6.0,0.0,1.0,1.0,1,95.7,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,6.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,6.0,3.0,2.0,0.5,0,91.8,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,6.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,2.0,0.0,1.0,1.0,1,14.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,2.0,0.0,0.0,1.0,1,69.2,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,6.0,2.0,1.0,0.6666666666666667,1,99.1,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,6.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,10.0,8.0,10.0,0.1999999999999999,0,25.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,10.0,0.0,0.0,1.0,1,89.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,3.0,0.0,3.0,1.0,1,48.4,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,3.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,10.0,1.0,3.0,0.9,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,10.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,15.0,5.0,6.0,0.6666666666666667,1,99.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,15.0,1.0,0.0,0.9333333333333332,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,2.0,1.0,0.0,0.5,0,5.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,1.0,1.0,0.0,0.0,0,24.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,2.0,0.0,1.0,1.0,1,38.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,2.0,0.0,0.0,1.0,1,65.8,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,5.0,0.0,1.0,1.0,1,98.3,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,5.0,2.0,0.0,0.6,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,7.0,4.0,2.0,0.4285714285714286,0,74.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,7.0,0.0,4.0,1.0,1,30.8,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,7.0,4.0,0.0,0.4285714285714286,0,44.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1,100.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,23.0,4.0,10.0,0.8260869565217391,1,85.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,16.0,15.0,10.0,0.0625,0,13.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,8.0,14.0,6.0,0.0,0,13.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,14.0,3.0,8.0,0.7857142857142857,1,76.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,84.0,50.0,58.0,0.4047619047619047,0,37.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,75.0,25.0,21.0,0.6666666666666667,1,68.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,49.0,34.0,40.0,0.3061224489795918,0,27.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,49.0,7.0,16.0,0.8571428571428572,1,82.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,6.0,0.0,0.0,1.0,1,95.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,12.0,6.0,12.0,0.5,0,25.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,16.0,1.0,3.0,0.9375,1,93.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,10.0,13.0,10.0,0.0,0,57.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,13.0,2.0,9.0,0.8461538461538461,1,82.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,13.0,4.0,5.0,0.6923076923076923,1,89.1,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,6.0,1.0,4.0,0.8333333333333334,1,88.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,10.0,3.0,7.0,0.7,1,92.1,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,6.0,1.0,1.0,0.8333333333333334,1,89.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,2.0,2.0,0.0,0.0,0,23.3,0
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,21.0,4.0,12.0,0.8095238095238095,1,87.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,19.0,1.0,7.0,0.9473684210526316,1,84.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,9.0,6.0,7.0,0.3333333333333333,0,14.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,9.0,2.0,2.0,0.7777777777777778,1,84.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,22.0,1.0,9.0,0.9545454545454546,1,85.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,16.0,8.0,7.0,0.5,0,26.0,0
Oficial,Maestría,Posgrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,11.0,2.0,3.0,0.8181818181818181,1,89.0,1
Oficial,Maestría,Posgrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,13.0,5.0,4.0,0.6153846153846154,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,17.0,0.0,2.0,1.0,1,98.0,1
Oficial,Maestría,Posgrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,15.0,3.0,5.0,0.8,1,99.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,12.0,0.0,3.0,1.0,1,97.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,8.0,5.0,0.0,0.375,0,17.7,0
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,4.0,0.0,1.0,1.0,1,97.1,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,5.0,0.0,0.0,1.0,1,89.1,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,50.0,6.0,6.0,0.88,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,23.0,22.0,0.0,0.0434782608695651,0,46.9,0
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,16.0,3.0,4.0,0.8125,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,9.0,4.0,0.0,0.5555555555555556,1,96.6,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,35.0,7.0,7.0,0.8,1,99.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,37.0,7.0,11.0,0.8108108108108107,1,99.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,12.0,2.0,2.0,0.8333333333333334,1,82.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,10.0,4.0,8.0,0.6,1,92.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,8.0,3.0,0.0,0.625,1,96.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,10.0,0.0,3.0,1.0,1,95.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,5.0,0.0,0.0,1.0,1,91.0,1
